QADate,Unit,Energy,MU,DPF,ADPass,RDPass,AD,RD,D4DD,D4DTA,D4Gamma,Area,Circumference,MCS,Span,CoA,MachineType
12/08/2023,NA12,6X,416.9,200,75,90,81.6,95.7,0.0,0.0,0.0,58.52405555555556,76.16166666666666,0.152546,20.245060594617026,0.768418787520698,Agility
12/08/2023,NA12,6X,236.5,200,75,90,94.3,96.6,0.0,0.0,0.0,14.827166666666663,32.75288888888889,0.295057,4.958502643074816,0.4526979808396883,Agility
12/08/2023,NA12,6X,201.8,200,75,90,91.6,91.2,0.0,0.0,0.0,13.951777777777776,22.25622222222222,0.229574,4.4902821003034,0.6268708875420607,Agility
12/08/2023,NA12,6X,201.0,250,75,90,93.2,99.7,0.0,0.0,0.0,67.88811881188117,68.52376237623763,0.176449,18.66012657502184,0.9907237498013262,Agility
12/08/2023,NA12,6X,232.8,250,75,90,85.8,97.9,0.0,0.0,0.0,72.5621782178218,69.5360396039604,0.178261,17.8334520758173,1.0435189957768178,Agility
12/08/2023,NA12,6X,266.9,180,83,95,91.9,99.4,0.0,0.0,0.0,114.3603611111111,80.36044444444443,0.296216,18.31426575586743,1.4230926907101893,Agility
12/08/2023,NA12,6X,179.1,180,83,95,94.7,99.7,0.0,0.0,0.0,131.5851388888889,81.68977777777778,0.353277,18.415205183457417,1.610790755813321,Agility
12/08/2023,NA12,6X,367.3,250,75,90,86.4,99.7,0.0,0.0,0.0,156.68363888888888,113.50544444444446,0.252638,26.314991852791472,1.3804063730667835,Agility
12/08/2023,NA12,6X,387.4,250,75,90,96.9,99.8,0.0,0.0,0.0,172.05488888888883,114.35366666666664,0.295169,25.467502183251675,1.5045856762111303,Agility
12/08/2023,NA12,6X,238.0,250,80,95,93.9,98.7,0.0,0.0,0.0,60.93005555555556,52.75377777777778,0.361372,13.785397504797682,1.1549894267709107,Agility
12/08/2023,NA12,6X,270.7,250,80,95,92.4,99.1,0.0,0.0,0.0,70.41380555555556,51.01577777777778,0.46687,14.230566262374017,1.380235852960522,Agility
12/08/2023,NA12,6X,273.6,250,75,90,91.4,97.9,0.0,0.0,0.0,75.16675675675675,73.29693693693694,0.202533,18.0997151491544,1.0255102040816326,Agility
12/08/2023,NA12,6X,270.5,250,75,90,89.9,98.2,0.0,0.0,0.0,72.85423423423423,73.31099099099099,0.207988,18.27576974950467,0.9937696005662658,Agility
12/08/2023,SV02,6FFF,2443.0,1200,76,95,87.3,99.2,0.0,0.0,0.0,8.105,15.330111111111112,0.206178,4.089904575592645,0.5286980597371912,TrueBeam
12/08/2023,SV02,6X,267.0,200,85,95,98.3,100.0,0.0,0.0,0.0,44.48766666666666,34.85111111111111,0.512667,8.312951211159739,1.2765064082127144,TrueBeam
12/08/2023,SV02,6X,609.0,300,88,95,98.9,100.0,0.0,0.0,0.0,22.533694444444443,27.768666666666665,0.340014,7.003211197166002,0.8114791651661745,TrueBeam
12/08/2023,SV02,6X,188.0,200,83,95,95.4,98.4,0.0,0.0,0.0,103.11730555555555,153.77044444444445,0.251347,17.135095198850586,0.6705924921275147,TrueBeam
12/08/2023,SV02,6X,312.0,200,83,95,95.1,100.0,0.0,0.0,0.0,67.19986111111112,81.40833333333333,0.209703,20.05767574770956,0.8254666120722013,TrueBeam
12/08/2023,SV02,6X,180.0,220,83,95,98.8,99.9,0.0,0.0,0.0,97.61672222222224,127.84311111111113,0.302823,21.23714539461797,0.7635665416291496,TrueBeam
12/08/2023,SV02,6X,162.0,220,83,95,99.5,100.0,0.0,0.0,0.0,120.57622222222223,130.90277777777777,0.401607,21.332659484735643,0.9211127851458887,TrueBeam
12/08/2023,SV02,6X,155.0,220,83,95,89.3,99.9,0.0,0.0,0.0,82.42555555555556,73.33966666666666,0.400686,9.975503491324098,1.1238877854488327,TrueBeam
12/14/2023,WA17,6X,317.9,400,75,90,64.9,99.3,96.2,94.5,99.1,141.76363888888886,126.48522222222222,0.156723,31.35983558069436,1.1207921083446726,Agility
12/14/2023,WA17,6X,467.2,400,75,90,61.1,99.5,95.3,93.7,98.1,135.76802777777777,121.88177777777778,0.155169,29.239578831035473,1.1139321254840755,Agility
12/14/2023,NA12,6X,366.6,250,75,90,95.1,100.0,0.0,0.0,0.0,64.64302777777779,42.882333333333335,0.338848,10.241716915137438,1.5074512684581325,Agility
12/14/2023,NA12,6X,576.0,200,75,90,90.1,95.0,0.0,0.0,0.0,13.658305555555556,22.956222222222223,0.179172,6.813429819457259,0.5949718304405487,Agility
12/14/2023,NA12,6X,586.0,250,75,90,91.2,99.8,0.0,0.0,0.0,44.79280555555556,41.60377777777778,0.175852,10.787749922694523,1.0766523606296436,Agility
12/14/2023,NA12,6X,267.6,200,75,90,79.7,98.1,0.0,0.0,0.0,73.19658333333332,82.08611111111111,0.189083,21.8548362801383,0.8917048492436803,Agility
12/14/2023,NA12,6X,272.7,200,75,90,82.8,98.3,0.0,0.0,0.0,69.16216666666668,82.51611111111112,0.185551,21.417747951015784,0.8381656107561487,Agility
12/14/2023,NA12,6X,1205.0,1000,75,90,91.8,99.0,0.0,0.0,0.0,14.950495049504946,24.93663366336634,0.272002,6.257309035957574,0.5995394266656077,Agility
12/14/2023,NA12,6X,895.1,1000,75,90,93.5,98.3,0.0,0.0,0.0,13.725841584158415,22.697821782178224,0.215312,5.636115850968026,0.6047206518704632,Agility
12/14/2023,WV16,6X,1797.0,0,85,95,95.8,99.2,0.0,0.0,0.0,24.139777777777777,41.25055555555556,0.161899,11.457418707524713,0.5851988525407065,TrueBeam
12/14/2023,WV16,6X,2493.0,0,85,95,94.5,99.8,0.0,0.0,0.0,28.110722222222225,41.95744444444445,0.194827,11.804918035607862,0.6699817539994227,TrueBeam
12/14/2023,WV16,6FFF,1855.0,900,75,90,89.7,100.0,0.0,0.0,0.0,61.53327777777777,50.707777777777785,0.33207,13.727414357733744,1.213487959331244,TrueBeam
12/14/2023,WV16,10FFF,2084.0,800,83,95,88.7,100.0,0.0,0.0,0.0,32.345083333333335,43.74622222222222,0.141341,12.339064080898952,0.739380035355434,TrueBeam
12/14/2023,WV16,6X,286.0,180,85,95,99.0,99.0,0.0,0.0,0.0,10.865833333333333,16.869888888888887,0.216599,4.304640368250888,0.6440963188850615,TrueBeam
12/14/2023,WV16,6X,937.0,1000,85,95,89.3,99.0,0.0,0.0,0.0,31.354416666666665,50.75111111111111,0.202983,13.768307061657737,0.6178074918994658,TrueBeam
12/14/2023,WV16,6X,1853.0,1000,85,95,90.3,100.0,0.0,0.0,0.0,38.692388888888885,49.717333333333336,0.229208,12.903223120368704,0.7782474701423155,TrueBeam
12/14/2023,WV16,6X,355.0,250,83,95,96.4,99.9,0.0,0.0,0.0,61.359444444444435,115.59977777777777,0.174128,20.73422561965277,0.530792062268478,TrueBeam
12/14/2023,WV16,6X,262.0,250,83,95,97.9,100.0,0.0,0.0,0.0,80.85397222222223,115.55677777777778,0.251959,20.710693569110898,0.6996904359665427,TrueBeam
12/14/2023,NA11,6X,159.4,200,75,90,70.0,96.3,75.7,87.5,85.9,170.69519801980198,95.51326732673267,0.348409,28.55453013455287,1.7871359947920769,Agility
12/14/2023,NA11,6X,175.0,200,75,90,81.5,98.4,86.7,96.0,94.7,165.69767326732673,93.3718811881188,0.361238,26.763810376932163,1.7745992814848748,Agility
12/13/2023,NA09,6X,562.9,200,88,95,93.9,99.5,0.0,0.0,0.0,37.534166666666664,38.906333333333336,0.321043,10.195511599393415,0.9647315347115721,Agility
12/13/2023,NA09,6X,1324.1,600,76,95,86.3,95.4,0.0,0.0,0.0,5.937722222222222,13.151222222222222,0.191207,3.673205912977587,0.4514958474497512,Agility
12/13/2023,NA09,6X,159.4,200,75,90,70.0,96.3,0.0,0.0,0.0,170.69519801980198,95.51326732673267,0.348409,28.55453013455287,1.7871359947920769,Agility
12/13/2023,NA09,6X,175.0,200,75,90,81.5,98.4,0.0,0.0,0.0,165.69767326732673,93.3718811881188,0.361238,26.763810376932163,1.7745992814848748,Agility
12/13/2023,NA09,6X,316.7,200,75,90,85.0,92.5,0.0,0.0,0.0,36.78761111111111,56.65755555555555,0.124206,14.589935154762156,0.6492975341133281,Agility
12/13/2023,NA09,6X,376.3,200,75,90,87.4,96.3,0.0,0.0,0.0,37.43183333333333,58.04155555555556,0.178254,14.7520448362728,0.6449143716953752,Agility
12/13/2023,NA09,6X,212.7,200,80,95,94.0,96.9,0.0,0.0,0.0,47.643777777777785,57.63211111111111,0.295569,14.704862168681181,0.8266880539205576,Agility
12/13/2023,NA09,6X,238.7,200,80,95,90.3,98.4,0.0,0.0,0.0,44.486111111111114,54.19788888888889,0.242618,15.956406460551019,0.8208089285970549,Agility
12/13/2023,NA09,6X,691.8,700,80,95,90.9,99.8,0.0,0.0,0.0,24.487277777777784,48.78166666666667,0.197093,8.741628727916067,0.5019770633320807,Agility
12/13/2023,NA09,6X,666.1,700,80,95,82.3,96.1,0.0,0.0,0.0,22.059944444444447,42.92766666666667,0.113202,8.982241335952168,0.5138864084027654,Agility
12/13/2023,NA09,6X,573.9,700,80,95,92.8,98.9,0.0,0.0,0.0,18.737694444444447,51.91477777777778,0.115875,7.640227904231784,0.3609318049024791,Agility
12/13/2023,NA09,6X,1052.0,700,80,95,88.0,99.1,0.0,0.0,0.0,16.424555555555553,32.373333333333335,0.078931,8.037989464435572,0.50734829763866,Agility
12/13/2023,NA09,6X,319.2,200,83,95,92.9,97.3,0.0,0.0,0.0,38.36613888888889,40.37188888888889,0.260841,11.229261165465804,0.9503181531703854,Agility
12/13/2023,NA09,6X,324.8,200,83,95,92.4,98.9,0.0,0.0,0.0,42.00197222222222,40.428,0.312843,11.62525430447266,1.0389327253938414,Agility
12/13/2023,NA09,6X,290.0,200,80,95,88.2,96.6,0.0,0.0,0.0,35.262972222222224,43.102444444444444,0.225368,11.988548595067916,0.8181200086615351,Agility
12/13/2023,NA09,6X,258.4,200,80,95,89.7,94.5,0.0,0.0,0.0,27.091333333333335,42.19555555555556,0.17074,11.781465646814974,0.6420423425321256,Agility
12/13/2023,NA09,6X,409.3,600,80,95,91.8,100.0,0.0,0.0,0.0,64.62977777777778,72.20477777777778,0.195234,20.400230760367748,0.8950900448262118,Agility
12/13/2023,NA09,6X,792.7,600,80,95,76.1,99.5,0.0,0.0,0.0,74.11325,76.42311111111111,0.23672,18.076533479473213,0.9697753588210662,Agility
12/13/2023,NA09,6X,593.9,600,75,90,93.0,98.7,0.0,0.0,0.0,106.0557281553398,77.18116504854369,0.298373,18.301855591668975,1.3741141130564074,Agility
12/13/2023,NA09,6X,262.4,600,75,90,94.1,98.2,0.0,0.0,0.0,155.3767307692308,69.6623076923077,0.716888,19.16631120231139,2.230427557116198,Agility
12/13/2023,NA09,6X,317.9,400,75,90,64.9,99.3,0.0,0.0,0.0,141.76363888888886,126.48522222222222,0.156723,31.35983558069436,1.1207921083446726,Agility
12/13/2023,NA09,6X,467.2,400,75,90,61.1,99.5,0.0,0.0,0.0,135.76802777777777,121.88177777777778,0.155169,29.239578831035473,1.1139321254840755,Agility
12/13/2023,WV16,10FFF,1387.0,800,76,95,96.8,99.2,0.0,0.0,0.0,7.203138888888889,18.694555555555556,0.142798,5.372618338103969,0.3853067738081794,TrueBeam
12/13/2023,WV16,6X,1221.0,1200,85,95,93.7,97.2,0.0,0.0,0.0,10.968305555555556,25.52422222222222,0.160027,7.018439021130116,0.4297214410712265,TrueBeam
12/13/2023,WV16,6X,2942.0,1200,85,95,97.1,99.4,0.0,0.0,0.0,12.49452777777778,32.86566666666666,0.175566,5.525150490959028,0.38016961300377644,TrueBeam
12/12/2023,EA08,6X,1950.0,1000,75,90,90.7,98.6,0.0,0.0,0.0,25.49086111111111,32.27311111111111,0.156273,8.220566123847219,0.789848274105034,Agility
12/12/2023,NA11,6X,637.2,700,76,95,92.4,98.8,0.0,0.0,0.0,35.51216666666667,43.64644444444444,0.288924,11.28597731130652,0.8136325219312762,Agility
12/12/2023,NA11,6X,635.9,700,76,95,94.6,99.3,0.0,0.0,0.0,37.76552777777778,40.91355555555556,0.346356,11.142241335952168,0.9230566071554659,Agility
12/12/2023,NA11,6X,351.6,200,75,90,86.3,96.7,0.0,0.0,0.0,59.19327777777778,73.77122222222222,0.146112,19.853731309680043,0.8023898207822684,Agility
12/12/2023,SV02,6FFF,2926.0,1200,76,95,98.4,100.0,0.0,0.0,0.0,12.271777777777778,22.25755555555556,0.196595,6.317838640784834,0.5513533481763995,TrueBeam
12/12/2023,NA11,6X,382.8,200,75,90,85.6,95.2,0.0,0.0,0.0,61.06519444444445,75.26466666666667,0.15273,19.991437383221342,0.8113394657667313,Agility
12/12/2023,SV02,6X,508.0,250,88,95,100.0,100.0,0.0,0.0,0.0,31.915444444444447,28.33322222222222,0.409478,8.054547308338904,1.1264318683602683,TrueBeam
12/12/2023,NA11,6X,269.9,200,83,95,92.6,99.4,0.0,0.0,0.0,142.33244444444446,92.14166666666667,0.323863,20.444910160034,1.54471315305538,Agility
12/12/2023,NA11,6X,209.2,200,83,95,92.3,98.8,0.0,0.0,0.0,128.24955555555556,95.23466666666666,0.298153,20.250795876207107,1.3466688134106164,Agility
12/12/2023,SV02,6X,183.0,180,83,95,96.6,99.6,0.0,0.0,0.0,123.07177777777778,76.7161111111111,0.404136,17.870125699488277,1.6042494333364716,TrueBeam
12/12/2023,SV02,6X,226.0,180,83,95,99.1,100.0,0.0,0.0,0.0,105.11227777777779,79.02666666666666,0.347276,17.97003642588108,1.3300861875035153,TrueBeam
12/12/2023,NA11,6X,531.2,200,83,95,88.0,96.5,0.0,0.0,0.0,23.706305555555556,40.727333333333334,0.134174,11.36643525937014,0.5820736005849197,Agility
12/12/2023,NA11,6X,452.2,200,83,95,85.7,94.1,0.0,0.0,0.0,22.464916666666664,39.762777777777785,0.141699,11.488080210568324,0.5649735235354112,Agility
12/12/2023,NA11,6X,272.2,200,75,90,88.6,99.2,0.0,0.0,0.0,105.87513888888887,89.33622222222222,0.217733,21.07391626663327,1.1851311400377598,Agility
12/12/2023,NA11,6X,272.3,200,75,90,90.1,98.7,0.0,0.0,0.0,83.47794444444445,86.182,0.214152,21.23559244867318,0.9686238941361821,Agility
12/12/2023,NA11,6X,737.9,900,76,95,86.8,96.8,0.0,0.0,0.0,44.16236111111112,50.43333333333333,0.185538,12.700317547305483,0.8756581846221636,Agility
12/12/2023,SV02,6X,206.0,250,83,95,95.8,100.0,0.0,0.0,0.0,85.31877777777778,53.230888888888884,0.449282,13.801955348701012,1.6028058061526518,TrueBeam
12/12/2023,SV02,6X,205.0,250,83,95,97.2,100.0,0.0,0.0,0.0,85.97780555555556,50.532444444444444,0.456451,13.236170341123671,1.7014376901968373,TrueBeam
12/12/2023,NA11,6X,569.0,900,76,95,95.1,99.4,0.0,0.0,0.0,42.37230555555556,56.43333333333333,0.221605,12.950839020826132,0.7508382555621187,Agility
12/12/2023,NA11,6X,860.2,900,76,95,85.0,95.5,0.0,0.0,0.0,38.68713888888889,44.12155555555556,0.16959,11.58304835450991,0.8768308007675764,Agility
12/12/2023,SV02,6FFF,2237.0,800,75,90,89.8,99.9,0.0,0.0,0.0,48.756611111111106,58.2898888888889,0.164234,15.837231837275612,0.8364505755715206,TrueBeam
12/12/2023,NA11,6X,213.2,200,83,95,94.4,99.0,0.0,0.0,0.0,109.7345,89.33822222222223,0.267199,19.403926810665197,1.228304048037172,Agility
12/12/2023,NA11,6X,268.2,200,83,95,91.6,99.1,0.0,0.0,0.0,133.0691666666667,90.56533333333333,0.34867,20.457851112289124,1.4693168099640779,Agility
12/12/2023,NA11,6X,358.6,180,75,90,87.2,97.8,0.0,0.0,0.0,106.04025000000001,70.64944444444446,0.240865,18.427420741885598,1.5009353694689744,Agility
12/12/2023,SV02,6X,2230.0,1200,76,95,98.8,99.6,0.0,0.0,0.0,8.077055555555557,20.969444444444445,0.110966,7.082343502909453,0.3851821433302425,TrueBeam
12/12/2023,NA11,6X,531.4,400,75,90,56.5,99.9,88.5,81.8,92.4,112.9642222222222,100.62855555555555,0.130511,27.53353164208383,1.1225861446441643,Agility
12/12/2023,NA11,6X,470.6,400,75,90,88.7,98.0,80.7,62.3,91.2,58.58300000000001,46.262,0.212849,11.70031182755239,1.2663308979291863,Agility
12/12/2023,SV02,6X,86.0,180,85,95,97.1,100.0,0.0,0.0,0.0,85.715625,47.98,0.667133,12.384014188846901,1.786486556898708,TrueBeam
12/12/2023,SV02,6X,202.0,180,85,95,96.4,100.0,0.0,0.0,0.0,60.5545,49.390888888888895,0.300621,11.362544325358336,1.2260257177437133,TrueBeam
12/12/2023,SV02,6X,307.0,200,85,95,97.4,100.0,0.0,0.0,0.0,42.705194444444444,32.32766666666667,0.450373,6.602074864051183,1.3210107269658942,TrueBeam
12/12/2023,NA11,6X,1443.2,600,80,95,95.1,99.7,0.0,0.0,0.0,20.577416666666668,28.45866666666667,0.142433,6.646040914924523,0.7230632730509745,Agility
12/12/2023,SV02,6X,353.0,200,83,95,90.7,99.6,0.0,0.0,0.0,57.6485,115.04344444444445,0.165188,20.85798677435444,0.5011019991481479,TrueBeam
12/12/2023,SV02,6X,292.0,200,83,95,97.4,99.7,0.0,0.0,0.0,55.28919444444445,117.93100000000001,0.163447,20.793491524721176,0.46882663968290306,TrueBeam
12/12/2023,NA11,6X,557.9,300,75,90,93.9,99.5,0.0,0.0,0.0,39.38377777777778,45.94777777777778,0.402271,9.465138980621862,0.8571421662273596,Agility
12/12/2023,SV02,6X,64.0,180,85,95,100.0,100.0,0.0,0.0,0.0,53.9359375,34.75,0.638495,8.234511042686846,1.5521133093525181,TrueBeam
12/12/2023,SV02,6X,185.0,180,85,95,99.4,100.0,0.0,0.0,0.0,38.27505208333333,32.42625,0.383931,7.94645903366283,1.18037244773396,TrueBeam
12/12/2023,NA11,6X,1324.6,800,75,90,93.1,98.3,0.0,0.0,0.0,123.35111111111111,70.96322222222221,0.497046,20.497378749114503,1.7382399959916641,Agility
12/12/2023,NA11,6X,823.0,750,76,95,94.1,98.2,0.0,0.0,0.0,14.832388888888891,25.695111111111114,0.215828,6.996391634395463,0.5772455633583561,Agility
12/12/2023,NA11,6X,775.2,750,76,95,90.9,97.8,0.0,0.0,0.0,15.193444444444443,25.986777777777778,0.222259,6.934828008596842,0.5846605752498065,Agility
12/12/2023,NA11,6X,722.7,400,75,90,94.3,98.7,0.0,0.0,0.0,40.273722222222226,37.62122222222222,0.367709,8.603179834509438,1.0705054180412357,Agility
12/12/2023,NA11,6X,1456.2,700,76,95,90.0,96.4,0.0,0.0,0.0,22.19697222222222,31.89777777777778,0.301294,8.278691176380915,0.6958783265988574,Agility
12/12/2023,NA11,6X,571.7,400,75,90,98.1,99.9,0.0,0.0,0.0,247.31622222222222,90.38711111111111,0.580151,23.719540233953463,2.736189033834716,Agility
12/15/2023,EV06,6X,2467.0,1200,85,95,95.2,99.5,0.0,0.0,0.0,29.35025,42.22955555555556,0.20049,11.800691852990456,0.695016786558124,TrueBeam
12/15/2023,EV06,6X,862.0,600,76,95,98.8,100.0,0.0,0.0,0.0,11.98236111111111,20.024222222222225,0.14977,6.243809818902282,0.5983933347390382,TrueBeam
12/15/2023,EV06,6X,350.0,200,85,95,98.4,100.0,0.0,0.0,0.0,16.277194444444444,25.081888888888887,0.269691,7.816596976968818,0.6489620664755889,TrueBeam
12/15/2023,EV06,6X,916.0,300,88,95,96.2,99.8,0.0,0.0,0.0,17.45525,27.52688888888889,0.252614,8.212426925851439,0.6341163387717867,TrueBeam
12/15/2023,EV06,6X,324.0,200,83,95,96.2,99.5,0.0,0.0,0.0,66.464,118.33166666666665,0.186252,21.12839088509356,0.5616755165565713,TrueBeam
12/15/2023,EV06,6X,267.0,200,83,95,95.5,99.0,0.0,0.0,0.0,54.74216666666667,122.11411111111111,0.123212,21.351509586527563,0.44828698476015605,TrueBeam
12/15/2023,EV06,6X,1656.0,1200,85,95,95.3,99.3,0.0,0.0,0.0,25.46986111111111,41.88733333333333,0.164652,11.644323096146397,0.6080563999724128,TrueBeam
12/15/2023,NA09,6X,405.2,280,83,95,83.8,95.1,0.0,0.0,0.0,54.213361111111105,69.41355555555555,0.203962,18.34479325322307,0.7810197976059752,Agility
12/15/2023,NA09,6X,315.6,280,83,95,90.9,97.7,0.0,0.0,0.0,76.9106388888889,85.29733333333334,0.293901,18.282626891084412,0.9016769444401024,Agility
12/15/2023,NA09,6X,1092.7,800,80,95,84.5,94.9,0.0,0.0,0.0,8.516666666666667,21.43422222222222,0.106118,5.92496448028567,0.3973396645032866,Agility
12/15/2023,NA09,6X,941.8,800,80,95,91.6,98.6,0.0,0.0,0.0,11.015361111111108,30.431111111111115,0.17876,4.885481062169785,0.3619769607127208,Agility
12/15/2023,NA09,6X,335.0,200,75,90,82.3,94.7,0.0,0.0,0.0,62.52202777777778,84.79033333333332,0.140813,22.027838150249394,0.7373721192012194,Agility
12/15/2023,NA09,6X,374.3,200,75,90,78.2,97.1,0.0,0.0,0.0,68.26252777777778,88.57588888888888,0.146897,22.27623201708022,0.7706671491991174,Agility
12/15/2023,NA09,6X,552.7,0,75,90,60.3,97.5,0.0,0.0,0.0,49.74436111111113,108.64466666666667,0.070235,21.922063637341303,0.45786289044203243,Agility
12/15/2023,NA09,6X,442.3,0,75,90,49.4,89.4,0.0,0.0,0.0,47.31686111111112,108.20966666666665,0.072044,20.98604703200144,0.4372701863768591,Agility
12/15/2023,NA09,6X,212.1,180,83,95,83.1,97.5,0.0,0.0,0.0,96.91125000000001,71.92911111111111,0.335141,16.14065081523062,1.3473161075256195,Agility
12/15/2023,NA09,6X,234.2,180,83,95,87.4,96.9,0.0,0.0,0.0,94.26836111111112,69.38511111111112,0.306848,15.554691072101743,1.3586252093788933,Agility
12/15/2023,NA09,6X,267.8,200,75,90,89.0,99.1,0.0,0.0,0.0,99.41995049504949,92.54495049504949,0.190295,26.251813705853536,1.0742882238655231,Agility
12/15/2023,NA09,6X,384.6,200,75,90,77.9,97.1,0.0,0.0,0.0,81.07480198019802,84.76059405940596,0.170486,22.18079875801454,0.9565152637247364,Agility
12/15/2023,NA09,6X,255.5,250,75,90,87.9,93.6,0.0,0.0,0.0,25.49538888888889,29.19155555555556,0.305443,6.404231328013998,0.8733823327903045,Agility
12/15/2023,NA09,6X,173.0,250,75,90,95.2,98.2,0.0,0.0,0.0,28.093611111111112,27.770333333333333,0.432566,6.623421265599069,1.0116411198201118,Agility
12/15/2023,NA09,6X,343.5,400,75,90,97.0,100.0,0.0,0.0,0.0,32.39677419354839,33.725806451612904,0.398492,8.23276792783189,0.9605930176948828,Agility
12/15/2023,NA09,6X,322.8,400,75,90,96.2,97.8,0.0,0.0,0.0,33.94615384615384,31.86076923076923,0.443409,8.461987531258233,1.0654530529467152,Agility
12/15/2023,NA09,6X,424.6,0,75,90,74.2,93.8,0.0,0.0,0.0,48.72708333333333,105.52866666666665,0.085966,31.43973670974872,0.4617426228576122,Agility
12/15/2023,NA09,6X,583.6,0,75,90,66.5,92.3,0.0,0.0,0.0,37.15686111111111,90.86966666666666,0.069111,27.880373626670714,0.4089027997363746,Agility
12/15/2023,NA09,6X,2130.8,700,76,95,84.1,95.9,0.0,0.0,0.0,23.13372222222222,35.8691111111111,0.135491,9.75346182032477,0.6449482996821779,Agility
12/15/2023,NA09,6X,837.2,600,75,90,92.7,99.4,0.0,0.0,0.0,34.87211111111112,31.59177777777778,0.371123,8.865956678136635,1.1038350344323067,Agility
12/15/2023,NA09,6X,2268.1,700,76,95,72.5,89.3,0.0,0.0,0.0,20.434805555555556,35.27422222222222,0.073256,8.610510342168809,0.5793127181322212,Agility
12/15/2023,NA09,6X,1319.6,800,75,90,96.5,99.7,0.0,0.0,0.0,200.06994444444442,86.55133333333333,0.474163,24.207178893869617,2.3115755325676988,Agility
12/15/2023,NA09,6X,584.9,400,75,90,87.8,99.8,0.0,0.0,0.0,92.95524999999999,60.93133333333333,0.379094,16.127805073273603,1.525573870039498,Agility
12/15/2023,NA09,6X,778.3,400,75,90,84.8,99.3,0.0,0.0,0.0,40.78988888888889,42.563,0.259082,10.643942947160888,0.958341491175173,Agility
11/06/2023,EA05,6X,686.7,500,83,95,74.4,93.7,81.6,91.0,94.9,147.07349999999997,94.5521111111111,0.28847,25.946938020689224,1.5554755813666536,Agility
11/06/2023,EA05,6X,682.2,500,83,95,68.4,97.3,80.5,89.7,91.8,119.97238888888889,92.992,0.217686,25.281872657403852,1.2901366664754912,Agility
11/06/2023,EV06,6X,200.0,220,83,95,93.0,100.0,0.0,0.0,0.0,65.61716666666666,117.73122222222221,0.263896,10.48101583392881,0.5573471966749121,TrueBeam
11/06/2023,EV06,6X,683.0,500,85,95,98.3,99.6,0.0,0.0,0.0,12.557087912087912,17.36725274725275,0.349642,4.265420284014441,0.7230324850356233,TrueBeam
